date,state,trend_score
2022-06-01,Nevada,17.0
2022-07-01,Nevada,20.0
2022-08-01,Nevada,18.0
2022-09-01,Nevada,12.0
2022-10-01,Nevada,20.0
2022-11-01,Nevada,19.0
2022-12-01,Nevada,20.0
2023-01-01,Nevada,23.0
2023-02-01,Nevada,21.0
2023-03-01,Nevada,15.0
2023-04-01,Nevada,25.0
2023-05-01,Nevada,20.0
2023-06-01,Nevada,18.0
2023-07-01,Nevada,22.0
2023-08-01,Nevada,14.0
2023-09-01,Nevada,16.0
2023-10-01,Nevada,22.0
2023-11-01,Nevada,20.0
2023-12-01,Nevada,37.0
2024-01-01,Nevada,20.0
2024-02-01,Nevada,27.0
2024-03-01,Nevada,21.0
2024-04-01,Nevada,29.0
2024-05-01,Nevada,20.0
2024-06-01,Nevada,19.0
2024-07-01,Nevada,25.0
2024-08-01,Nevada,29.0
2024-09-01,Nevada,22.0
2024-10-01,Nevada,26.0
2024-11-01,Nevada,19.0
2024-12-01,Nevada,21.0
2025-01-01,Nevada,33.0
2025-02-01,Nevada,24.0
2025-03-01,Nevada,37.0
2025-04-01,Nevada,34.0
2025-05-01,Nevada,24.0
2025-06-01,Nevada,29.0
2025-07-01,Nevada,31.0
2025-08-01,Nevada,29.0
2025-09-01,Nevada,36.0
2025-10-01,Nevada,31.0
2025-11-01,Nevada,35.0
2025-12-01,Nevada,30.0
2026-01-01,Nevada,38.0
2026-02-01,Nevada,38.0
2026-03-01,Nevada,30.0
2026-04-01,Nevada,25.0
2026-05-01,Nevada,24.0
